student_id,attendance_rate,avg_quiz_score,assignment_completion_rate,study_hours_per_week,lms_logins_per_week,final_exam_score,course_result
S042,0.8972765044349046,45.523915554679384,0.8328242611429117,5.075440369338478,9,64.1,pass
S043,,97.39863676839968,0.6311471461853512,8.842594704232875,10,75.2,pass
S044,0.7067478994260251,96.66822546858391,0.9224906993861645,7.331572219909874,6,71.5,pass
S045,0.8751325844637706,69.4176061874989,0.8909537045671244,7.536083479496466,12,76.9,pass
S046,0.8060068239206583,59.96311863402778,0.6107784017021151,5.037052719436919,5,67.6,pass
S047,1,72.33911459501131,0.501356903578193,6.474185873838874,9,62.0,pass
S048,0.7648686584563148,61.24203707922001,0.6434237832786944,15.146734921437648,8,69.0,pass
S049,0.737837434714893,78.74586233064561,0.9110192908019461,10.996471328803901,15,78.4,pass
S050,0.7724152147600929,88.74522042284511,0.9280275725600118,8.00839020239363,4,81.0,pass
S051,0.7422238894685682,75.45091655860621,0.39821422102232806,9.443052612847957,10,62.8,pass
S052,0.7472459025441818,,0.9051272655831472,1.9357057623357043,8,59.6,pass
S053,0.8244145497957136,87.88787306707181,0.8210513462337614,6.740030995131128,4,79.9,pass
S054,0.730305419985783,72.36985256119961,0.7694353144330911,7.649556563001736,9,58.5,pass
S055,0.9556568081030579,100,0.7225859051455618,7.855427294274754,9,97.6,pass
S056,0.6435002359061873,35.858009050275385,0.4162500975321713,2.47292577716651,13,41.3,fail
S057,0.8933140573869693,56.572538656988606,1,4.027578342930873,6,71.4,pass
S058,0.8344488745711804,55.09031996294776,0.6791396506626632,5.708864226528664,12,69.6,pass
S059,0.7565804299386076,70.0927275236306,0.8125368727799916,14.112725131059115,9,77.0,pass
S060,0.7494825550903551,76.8115902501506,0.43771021972985186,12.172747835260047,4,63.1,pass
S061,0.8104653957552118,73.03958513512686,0.6002597736000883,13.371732006199892,15,65.9,pass
S062,0.6636371037559222,66.55907705006169,0.80331937590009,10.767400329253443,8,71.5,pass
S063,0.7605623371717859,76.75626042606405,0.6879051444150179,8.425293962937737,8,70.3,pass
S064,0.9896850900085913,75.40407336891207,0.9118203492745888,11.352271522874318,13,91.0,pass
S065,,58.365142487290655,0.7842927038020677,0.4463384338422314,9,64.7,pass
S066,0.9313767785417859,71.99247480132028,0.5957742577115742,2.3544811291228225,5,55.5,pass
S067,0.8884377868018379,73.02804001764078,0.9679289180499842,12.240771163555348,6,81.8,pass
S068,0.9010260574481046,,0.7788428895706445,6.0272311262039935,13,63.9,pass
S069,0.7514971534569432,91.48204343063125,0.9547323754298088,6.955371009208173,9,76.1,pass
S070,0.9855938144435662,86.39200210406983,0.9236699396051017,3.6226563208956923,17,98.3,pass
S071,0.7160283899746998,77.85968083523883,0.6156574547500371,7.863156462973112,13,60.1,pass
S072,0.6715496980435048,52.20902188054142,0.7289840663592962,3.875427198798538,8,39.7,fail
S073,0.6860086359114845,68.17703628438855,0.5118703438306418,10.552950100967882,8,79.5,pass
S074,0.886032699490694,64.91280857136667,0.5389245279925347,9.207791079154429,8,71.6,pass
S075,,96.32775202400497,0.5805960846494702,14.949702028936459,8,80.1,pass
S076,0.984448360550942,83.44631937285013,0.4774929314928495,8.483278394610075,7,66.2,pass
S077,0.8908303612958884,77.46935459330675,0.7249508600709922,4.805932081567334,5,66.8,pass
S078,0.8172535499237514,59.45616569078455,0.7382309758025976,4.958719846046396,9,69.8,pass
S079,0.6217582506870554,66.69824901990094,0.8298130878115424,10.56464983836533,3,68.5,pass
S080,0.8086290266227918,78.30639634836419,0.8244812731123418,10.698549401034185,9,80.3,pass
S081,0.9703746444722381,69.14162342076975,0.7496584296933667,6.033986512321958,12,70.6,pass
S082,0.6930662649828053,74.88315246931754,0.8034323045283258,9.190229212055627,13,71.6,pass
S083,0.9711002835638654,80.8544213298802,0.8765733777635828,8.751513965239143,6,80.0,pass
S084,0.834849359496591,52.96252690477609,0.8125969163777245,5.232290439436393,5,63.9,pass
S085,0.9222415477229493,71.251894610546,0.6011192085806573,4.218524718344395,8,51.4,pass
S086,0.7825726181780963,65.07836682826563,0.812754106542359,9.40257626815958,13,75.5,pass
S087,0.8418334890232102,93.78680524995703,0.7223508051382148,3.789893362394678,6,57.7,pass
S088,0.6719788566864906,44.33579540183415,0.5787620916750554,10.273657907751272,4,46.2,fail
S089,0.8718628016224335,82.36783726870974,0.7784701925040395,2.8089566944726885,9,75.4,pass
S090,0.9523134473050582,66.186532995417,0.7063385977653398,8.0638489669248,13,79.2,pass
S091,1,91.42900761347715,0.9011168557220375,3.5108780805717448,24,80.7,pass
S092,1,77.88336105666124,0.5231175066863547,9.0703487090449,11,76.1,pass
S093,0.7675781177050718,72.31824140516058,0.6864162090545867,10.940881616977801,5,59.9,pass
S094,0.7512212431419175,100,0.8684671621892749,3.3422957430226967,6,75.1,pass
S095,0.7010931062928135,81.53320838330956,1,7.563198371981308,5,72.5,pass
S096,0.8268060323195499,52.396886036268036,0.787618303189747,5.306567313790016,0,56.8,pass
S097,1,98.02255119464556,0.6768224259992174,6.130422519106916,12,90.8,pass
S098,1,70.49567873557892,0.6926421403875938,8.479655935499826,11,72.0,pass
S099,0.786608373579931,98.27694340292143,0.9135099921602202,7.629826997125363,5,77.5,pass
S100,0.9940504789024154,52.769091026334365,0.7277916672086628,14.971057333136883,1,86.3,pass
S101,0.7992958313906703,83.54010886996456,0.35,0.32876074859481275,7,57.6,pass
S102,0.6776592199827352,66.38217845819497,0.6275820932357673,8.976085204054947,11,77.1,pass
S103,0.8257294512930847,67.87113026072898,0.7706417015216692,1.7512850838871277,10,59.5,pass
S104,0.9593201956793681,70.03147258183913,0.9869085568284001,9.089206727392591,2,72.3,pass
S105,0.6891587141350021,69.48869220418794,0.7481459107038735,3.952530403626816,8,59.8,pass
S106,0.7226350040375891,90.2621519466201,0.5729776376532987,1.6816064811145663,14,55.1,pass
S107,0.7804424679934221,48.82339243527071,0.8138463422300942,7.222708355315025,14,73.2,pass
S108,0.817399029604625,57.06683712552702,0.9878550901497619,11.287351911013939,12,74.3,pass
S109,1,79.11507012014854,0.7330452089064741,11.734061374156,12,93.3,pass
S110,0.8434530377281054,76.97589603294098,0.9523022754208832,3.965457798981862,10,90.5,pass
S111,0.8176975275679641,82.74677818227256,1,8.42656794905734,14,77.8,pass
S112,0.7297595944890165,87.37373877968453,0.6584556127140451,4.779042969840711,9,82.1,pass
S113,0.7321842734427879,73.08496438039919,0.5682198534023245,5.715574506643524,12,65.7,pass
S114,0.7962476887033066,89.87354166826958,0.6632490289896278,1.920941576639283,14,73.4,pass
S115,0.7715455600980019,96.42775524166987,0.6487815456206925,5.676927777105808,5,63.7,pass
S116,0.6962563142473468,49.507806686931396,0.5104898305589847,1.7612998749302466,7,45.7,fail
S117,0.8142308942116481,65.95233666487697,0.6964848097691808,14.371518246383367,10,82.0,pass
S118,0.559479185919295,66.03313941944484,0.8471958263417263,5.302808931610263,11,56.1,pass
S119,0.7885974098430049,77.8773007723338,0.876465741879138,7.490946548435932,17,76.8,pass
S120,1,66.83402392354482,0.5683172107709515,13.283617788221957,14,83.8,pass
S121,,55.6091948649004,0.9678070260858334,0,11,65.8,pass
S122,0.5729882210603516,60.29430617400981,0.791640045835007,9.42225457443914,13,53.3,pass
S123,1,98.0543335263768,0.7097605480743929,12.390421026425681,16,100,pass
S124,0.7252138826078057,51.738503205797684,0.9569126271552033,6.6117327664688075,9,63.7,pass
S125,0.6973768750970034,72.95900016683484,0.824289877541234,7.690578316845067,6,74.8,pass
S126,0.9681355420753568,84.44969682991193,0.35,4.955223600214321,6,73.5,pass
S127,0.8963534641445514,59.415165992207335,0.6456210087298159,3.1084441491467665,8,63.3,pass
S128,0.9287829517771672,84.83955142318618,1,10.845231581588077,10,93.7,pass
S129,0.9747262410054022,96.05925413030802,1,8.140902836185644,10,92.9,pass
S130,0.8054584179031307,69.287032347526,1,8.658861759607543,9,84.2,pass
S131,0.8123722988225194,54.914169109825835,0.7744250911600882,3.4524609523402203,10,56.1,pass
S132,0.8536513902704341,70.59812571234829,0.8549342303162983,0.14000665096738807,5,63.7,pass
S133,0.699446783393886,73.8682444846953,0.6983339239556021,3.7256118264114972,10,62.8,pass
S134,0.9081605600615762,76.50333272908485,0.6278679640990221,4.257491431486606,3,87.5,pass
S135,0.7767533001475934,68.06463330000697,0.6748709088576433,0.5266206029173519,5,48.8,fail
S136,0.7375383689327683,75.02230943907755,0.675098685805514,11.728376546687256,7,75.0,pass
S137,0.771377992873687,77.72261316606392,0.8394009302006035,7.306227377016258,10,72.0,pass
S138,0.8778993112958496,55.47803418925319,0.5821249819954571,5.344553722473212,8,67.2,pass
S139,0.8204313791249032,43.821055154180335,0.6944429196493341,0,6,50.3,pass
S140,0.7727077822141374,63.68771904958163,1,12.859608990529757,4,86.9,pass
S141,1,40.64625326682456,0.8834614193279315,2.9860235337610668,8,66.2,pass
S142,0.8117181780103953,80.77827741819289,0.7346800515366173,4.711730692938238,9,71.7,pass
S143,0.7661043383814338,76.52119765333956,0.749909861279273,7.258879076074236,9,67.0,pass
S144,0.6885879888650026,88.31537391690604,0.8191148843753863,2.893835633725508,10,70.1,pass
S145,0.776029706120242,62.09132209210911,0.6709233221002329,4.075646284796335,6,63.7,pass
S146,0.7314093027061104,76.87040777316076,0.6897121777100657,3.8393730289076773,8,63.2,pass
S147,,72.57251158314729,0.8035872664036284,10.109232398986315,9,86.6,pass
S148,0.8728304108772353,84.22832335145907,0.7191522947762368,3.486781931232465,13,63.1,pass
S149,0.842522940341239,72.71534307471892,1,4.215096172905171,4,68.0,pass
S150,0.8384633288285148,73.90322926279849,0.6335057133621923,14.412210609774252,3,67.8,pass
S151,0.8701272225904926,63.33441130687137,0.5939988399568483,5.417826104973262,6,68.7,pass
S152,0.8905690414965927,86.56834865220652,0.9421294251885378,11.137411295828981,12,84.7,pass
S153,0.8550100674271117,62.5672772111395,0.8522781835830974,10.109936314322438,4,67.1,pass
S154,0.8400424220962609,55.82406726742643,0.7884920997879493,1.2460578327440386,0,63.1,pass
S155,0.6499164475779342,52.275808939036416,0.7082058192547274,6.359486506870088,13,65.3,pass
S156,0.9539865061608477,77.75817174627284,0.7068630951913981,12.074413506474315,16,91.2,pass
S157,0.9218630299754261,56.73738921115214,0.5795611177250841,7.80206606133997,2,61.5,pass
S158,0.8839829222386932,53.08248744816177,0.6911446169065,12.093761717669288,10,76.9,pass
S159,0.7147771716162729,90.45058063105091,0.669256057923565,7.9296406691205465,9,80.4,pass
S160,0.8828817855495605,83.36118581973054,0.7421305564811711,12.013648933484314,6,89.4,pass
S161,0.8689504406009811,74.51026431289235,0.7159818579985285,5.054985575873912,8,60.7,pass
S162,0.7406460275191954,88.02858667282001,0.8853055522090055,10.880981485289041,15,81.8,pass
S163,0.9155533948282856,67.42354810117396,0.5521956137995864,12.956602206315678,11,68.6,pass
S164,0.7620843470415516,56.27366769033204,0.6651904969879873,4.666755980096697,7,65.9,pass
S165,0.9510810548251529,66.78216493584304,0.794381042985754,10.152611991350554,16,89.5,pass
S166,0.9468718500968071,47.01461767713472,0.9385546549602225,8.851699386875186,9,72.3,pass
S167,0.9207970916294205,51.0310015309357,0.8192586877186907,5.757252885410816,5,70.8,pass
S168,0.7277001956301816,75.93818388120525,0.7781931106347365,3.633438492165019,6,63.9,pass
S169,0.8785727911515322,60.46396185541979,1,4.235988551453493,6,72.7,pass
S170,1,66.57332274246572,0.8110987874185993,5.928961334866031,9,86.5,pass
S171,1,88.26885860599741,0.8675462973721368,5.36313033472286,9,76.8,pass
S172,0.5518045565463436,84.96684278788315,0.8144615467829374,12.31393227653638,8,75.3,pass
S173,0.8545602076261386,100,0.749579965652229,8.676742999113657,16,80.1,pass
S174,0.8840394951214405,,0.9134677763798856,2.5857596798131866,13,84.7,pass
S175,0.9010714933914644,77.140009002002,0.8955545397077962,3.655655768139905,8,65.9,pass
S176,0.8081422011030347,76.15518921174468,0.49982705553642565,11.431701057548565,7,73.0,pass
S177,0.9636680221817524,73.73705433316755,0.7850742279932181,10.224182273452348,4,83.4,pass
S178,0.7939831562445627,66.91355574505197,0.8465348674782114,7.762528829903329,4,69.0,pass
S179,0.7155448047078723,82.02311807303768,0.4463801393505936,0,9,58.1,pass
S180,0.8019400455837775,52.41773447419554,0.8195212159225704,1.5387245816808761,8,62.8,pass
